innings,meta.data_version,meta.created,meta.revision,info.balls_per_over,info.city,info.dates,info.gender,info.match_type,info.outcome.result,info.overs,info.players.England,info.players.New Zealand,info.registry.people.AD Hales,info.registry.people.BA Stokes,info.registry.people.BB McCullum,info.registry.people.C Munro,info.registry.people.CJ Anderson,info.registry.people.DR Briggs,info.registry.people.HD Rutherford,info.registry.people.IG Butler,info.registry.people.J Srinath,info.registry.people.JC Buttler,info.registry.people.JC Tredwell,info.registry.people.JEC Franklin,info.registry.people.JW Dernbach,info.registry.people.KP Pietersen,info.registry.people.LJ Wright,info.registry.people.LRPL Taylor,info.registry.people.MA Gough,info.registry.people.MJ Lumb,info.registry.people.MJ McClenaghan,info.registry.people.NL McCullum,info.registry.people.RJ Bailey,info.registry.people.RK Illingworth,info.registry.people.RM Hira,info.registry.people.RS Bopara,info.registry.people.RT Robinson,info.registry.people.TWM Latham,info.registry.people.WB Rankin,info.teams,info.toss.decision,info.toss.winner,info.umpires,info.venue
"[{'1st innings': {'team': 'England', 'deliveries': [{0.1: {'batsman': 'MJ Lumb', 'bowler': 'MJ McClenaghan', 'non_striker': 'AD Hales', 'runs': {'batsman': 2, 'extras': 0, 'total': 2}}}, {0.2: {'batsman': 'MJ Lumb', 'bowler': 'MJ McClenaghan', 'non_striker': 'AD Hales', 'runs': {'batsman': 0, 'extras': 0, 'total': 0}, 'wicket': {'fielders': ['BB McCullum'], 'kind': 'caught', 'player_out': 'MJ Lumb'}}}]}}]",0.91,2013-06-28,2,6,London,"[datetime.date(2013, 6, 27)]",male,T20,no result,20,"['MJ Lumb', 'AD Hales', 'LJ Wright', 'KP Pietersen', 'RS Bopara', 'JC Buttler', 'BA Stokes', 'JC Tredwell', 'JW Dernbach', 'WB Rankin', 'DR Briggs']","['HD Rutherford', 'JEC Franklin', 'BB McCullum', 'LRPL Taylor', 'TWM Latham', 'C Munro', 'IG Butler', 'NL McCullum', 'CJ Anderson', 'MJ McClenaghan', 'RM Hira']",92aeac25,e087956b,b8a55852,af2c687b,8abdf100,f3abd0c9,0605de92,b68a30f0,bad31fac,99b75528,49b6c09f,cf73ad76,7be8a0ed,39f01cdb,cca50cd6,b61a3e1a,76752ac8,11df3dc8,51a3c5ef,5673a3fc,6bd04fa5,20672246,2e966563,7ca5e05d,b143c87d,e824e6ee,29b89ae8,"['England', 'New Zealand']",field,New Zealand,"['RK Illingworth', 'RT Robinson']",Kennington Oval
