innings,meta.data_version,meta.created,meta.revision,info.balls_per_over,info.city,info.dates,info.gender,info.match_type,info.match_type_number,info.outcome.result,info.overs,info.players.Seychelles,info.players.Malawi,info.registry.people.A Limdawala,info.registry.people.B Masauko,info.registry.people.B Pondani,info.registry.people.BM White,info.registry.people.C Chete,info.registry.people.D Jakiel,info.registry.people.D Kansonkho,info.registry.people.D Odhiambo,info.registry.people.G Kansonkho,info.registry.people.GM Ntambalika,info.registry.people.John Mayeku,info.registry.people.M Choamba,info.registry.people.MA Baig,info.registry.people.Mazharul Islam,info.registry.people.N Krishna,info.registry.people.P Abhijit,info.registry.people.S Rukmal,info.registry.people.S Udhayan,info.registry.people.S Wadvalla,info.registry.people.SKDT Madusanka,info.registry.people.SR Rocket,info.registry.people.STRA de Silva,info.registry.people.Sami Sohail,info.registry.people.T Shanmugam,info.registry.people.TKP Rajapaksha,info.registry.people.VL Mukesh,info.teams,info.toss.winner,info.toss.decision,info.umpires,info.venue
"[{'1st innings': {'team': 'Seychelles', 'deliveries': [{0.1: {'bowler': 'D Jakiel', 'runs': {'extras': 0, 'total': 2, 'batsman': 2}, 'non_striker': 'TKP Rajapaksha', 'batsman': 'Mazharul Islam'}}, {0.2: {'bowler': 'D Jakiel', 'runs': {'extras': 0, 'total': 1, 'batsman': 1}, 'non_striker': 'TKP Rajapaksha', 'batsman': 'Mazharul Islam'}}, {0.3: {'non_striker': 'Mazharul Islam', 'bowler': 'D Jakiel', 'runs': {'extras': 0, 'total': 0, 'batsman': 0}, 'batsman': 'TKP Rajapaksha'}}, {0.4: {'non_striker': 'Mazharul Islam', 'bowler': 'D Jakiel', 'runs': {'extras': 1, 'total': 1, 'batsman': 0}, 'extras': {'legbyes': 1}, 'batsman': 'TKP Rajapaksha'}}, {0.5: {'non_striker': 'TKP Rajapaksha', 'bowler': 'D Jakiel', 'runs': {'extras': 0, 'total': 0, 'batsman': 0}, 'batsman': 'Mazharul Islam'}}, {0.6: {'non_striker': 'TKP Rajapaksha', 'bowler': 'D Jakiel', 'runs': {'extras': 0, 'total': 0, 'batsman': 0}, 'batsman': 'Mazharul Islam'}}, {1.1: {'non_striker': 'Mazharul Islam', 'bowler': 'B Pondani', 'runs': {'extras': 0, 'total': 0, 'batsman': 0}, 'batsman': 'TKP Rajapaksha'}}, {1.2: {'non_striker': 'Mazharul Islam', 'bowler': 'B Pondani', 'runs': {'extras': 0, 'total': 1, 'batsman': 1}, 'batsman': 'TKP Rajapaksha'}}, {1.3: {'non_striker': 'TKP Rajapaksha', 'bowler': 'B Pondani', 'runs': {'extras': 1, 'total': 1, 'batsman': 0}, 'extras': {'wides': 1}, 'batsman': 'Mazharul Islam'}}, {1.4: {'non_striker': 'TKP Rajapaksha', 'bowler': 'B Pondani', 'runs': {'extras': 0, 'total': 2, 'batsman': 2}, 'batsman': 'Mazharul Islam'}}, {1.5: {'non_striker': 'TKP Rajapaksha', 'bowler': 'B Pondani', 'runs': {'extras': 0, 'total': 1, 'batsman': 1}, 'batsman': 'Mazharul Islam'}}, {1.6: {'non_striker': 'Mazharul Islam', 'bowler': 'B Pondani', 'runs': {'extras': 0, 'total': 0, 'batsman': 0}, 'batsman': 'TKP Rajapaksha'}}, {1.7: {'non_striker': 'Mazharul Islam', 'bowler': 'B Pondani', 'runs': {'extras': 0, 'total': 0, 'batsman': 0}, 'batsman': 'TKP Rajapaksha'}}, {2.1: {'non_striker': 'TKP Rajapaksha', 'bowler': 'D Jakiel', 'runs': {'extras': 0, 'total': 0, 'batsman': 0}, 'batsman': 'Mazharul Islam'}}, {2.2: {'non_striker': 'TKP Rajapaksha', 'bowler': 'D Jakiel', 'runs': {'extras': 5, 'total': 5, 'batsman': 0}, 'extras': {'wides': 5}, 'batsman': 'Mazharul Islam'}}, {2.3: {'non_striker': 'TKP Rajapaksha', 'bowler': 'D Jakiel', 'runs': {'extras': 0, 'total': 4, 'batsman': 4}, 'batsman': 'Mazharul Islam'}}, {2.4: {'non_striker': 'TKP Rajapaksha', 'bowler': 'D Jakiel', 'runs': {'extras': 0, 'total': 0, 'batsman': 0}, 'batsman': 'Mazharul Islam'}}, {2.5: {'non_striker': 'TKP Rajapaksha', 'bowler': 'D Jakiel', 'runs': {'extras': 0, 'total': 1, 'batsman': 1}, 'batsman': 'Mazharul Islam'}}, {2.6: {'non_striker': 'Mazharul Islam', 'bowler': 'D Jakiel', 'runs': {'extras': 0, 'total': 4, 'batsman': 4}, 'batsman': 'TKP Rajapaksha'}}, {2.7: {'non_striker': 'Mazharul Islam', 'bowler': 'D Jakiel', 'runs': {'extras': 0, 'total': 1, 'batsman': 1}, 'batsman': 'TKP Rajapaksha'}}, {3.1: {'non_striker': 'Mazharul Islam', 'bowler': 'B Pondani', 'runs': {'extras': 0, 'total': 1, 'batsman': 1}, 'batsman': 'TKP Rajapaksha'}}, {3.2: {'non_striker': 'TKP Rajapaksha', 'bowler': 'B Pondani', 'runs': {'extras': 1, 'total': 1, 'batsman': 0}, 'extras': {'wides': 1}, 'batsman': 'Mazharul Islam'}}, {3.3: {'non_striker': 'TKP Rajapaksha', 'bowler': 'B Pondani', 'runs': {'extras': 0, 'total': 0, 'batsman': 0}, 'batsman': 'Mazharul Islam'}}, {3.4: {'non_striker': 'TKP Rajapaksha', 'bowler': 'B Pondani', 'runs': {'extras': 0, 'total': 1, 'batsman': 1}, 'batsman': 'Mazharul Islam'}}, {3.5: {'non_striker': 'Mazharul Islam', 'bowler': 'B Pondani', 'runs': {'extras': 0, 'total': 1, 'batsman': 1}, 'batsman': 'TKP Rajapaksha'}}, {3.6: {'non_striker': 'TKP Rajapaksha', 'bowler': 'B Pondani', 'runs': {'extras': 0, 'total': 4, 'batsman': 4}, 'batsman': 'Mazharul Islam'}}, {3.7: {'non_striker': 'TKP Rajapaksha', 'bowler': 'B Pondani', 'runs': {'extras': 0, 'total': 4, 'batsman': 4}, 'batsman': 'Mazharul Islam'}}, {4.1: {'non_striker': 'Mazharul Islam', 'bowler': 'Sami Sohail', 'runs': {'extras': 0, 'total': 0, 'batsman': 0}, 'batsman': 'TKP Rajapaksha', 'wicket': {'player_out': 'TKP Rajapaksha', 'fielders': ['D Jakiel'], 'kind': 'caught'}}}, {4.2: {'non_striker': 'Mazharul Islam', 'bowler': 'Sami Sohail', 'runs': {'extras': 0, 'total': 3, 'batsman': 3}, 'batsman': 'SKDT Madusanka'}}, {4.3: {'non_striker': 'SKDT Madusanka', 'bowler': 'Sami Sohail', 'runs': {'extras': 0, 'total': 2, 'batsman': 2}, 'batsman': 'Mazharul Islam'}}, {4.4: {'non_striker': 'SKDT Madusanka', 'bowler': 'Sami Sohail', 'runs': {'extras': 0, 'total': 0, 'batsman': 0}, 'batsman': 'Mazharul Islam'}}, {4.5: {'non_striker': 'SKDT Madusanka', 'bowler': 'Sami Sohail', 'runs': {'extras': 0, 'total': 0, 'batsman': 0}, 'batsman': 'Mazharul Islam'}}, {4.6: {'non_striker': 'SKDT Madusanka', 'bowler': 'Sami Sohail', 'runs': {'extras': 1, 'total': 1, 'batsman': 0}, 'extras': {'legbyes': 1}, 'batsman': 'Mazharul Islam'}}]}}]",0.92,2022-11-23,1,6,Kigali City,['2022-11-22'],male,T20,1914,no result,20,"['Mazharul Islam', 'TKP Rajapaksha', 'SKDT Madusanka', 'N Krishna', 'S Udhayan', 'VL Mukesh', 'STRA de Silva', 'P Abhijit', 'SR Rocket', 'T Shanmugam', 'S Rukmal']","['MA Baig', 'C Chete', 'M Choamba', 'D Kansonkho', 'G Kansonkho', 'GM Ntambalika', 'B Pondani', 'Sami Sohail', 'B Masauko', 'D Jakiel', 'A Limdawala']",2bcbcac3,47c66d8a,e5117568,66c21d35,ef4f539a,8b7ce771,45ca12a7,45994517,f3ca5af8,8c8a3f08,9d819a32,5570c4c1,89394502,30564b3e,c62a0327,bc0083f7,f5be7b08,a8d6305d,c1a1acf3,95c2d309,ee3bfb9b,21fe743b,602ebd4c,60fc2c8c,b5dcec37,44744467,"['Seychelles', 'Malawi']",Malawi,field,"['BM White', 'D Odhiambo']",Gahanga International Cricket Stadium. Rwanda
