innings,meta.data_version,meta.created,meta.revision,info.balls_per_over,info.city,info.dates,info.gender,info.match_type,info.match_type_number,info.outcome.result,info.overs,info.players.New Zealand,info.players.Pakistan,info.registry.people.AJ Pycroft,info.registry.people.Abrar Ahmed,info.registry.people.Ahsan Raza,info.registry.people.Aleem Dar,info.registry.people.BG Lister,info.registry.people.BV Sears,info.registry.people.Babar Azam,info.registry.people.D Foxcroft,info.registry.people.Faisal Afridi,info.registry.people.IS Sodhi,info.registry.people.Iftikhar Ahmed,info.registry.people.Irfan Khan,info.registry.people.JA Clarkson,info.registry.people.JA Duffy,info.registry.people.JDS Neesham,info.registry.people.MG Bracewell,info.registry.people.MS Chapman,info.registry.people.Mohammad Amir,info.registry.people.Mohammad Rizwan,info.registry.people.Naseem Shah,info.registry.people.Rashid Riaz,info.registry.people.Saim Ayub,info.registry.people.Shadab Khan,info.registry.people.Shaheen Shah Afridi,info.registry.people.TB Robinson,info.registry.people.TL Seifert,info.registry.people.Usman Khan,info.teams,info.toss.winner,info.toss.decision,info.umpires,info.venue
"[{'1st innings': {'team': 'New Zealand', 'deliveries': [{0.1: {'non_striker': 'TL Seifert', 'bowler': 'Shaheen Shah Afridi', 'runs': {'extras': 2, 'total': 2, 'batsman': 0}, 'extras': {'legbyes': 2}, 'batsman': 'TB Robinson'}}, {0.2: {'non_striker': 'TL Seifert', 'bowler': 'Shaheen Shah Afridi', 'runs': {'extras': 0, 'total': 0, 'batsman': 0}, 'batsman': 'TB Robinson', 'wicket': {'player_out': 'TB Robinson', 'kind': 'bowled'}}}]}}]",0.92,2024-04-18,1,6,Rawalpindi,['2024-04-18'],male,T20,2575,no result,20,"['TB Robinson', 'TL Seifert', 'D Foxcroft', 'MS Chapman', 'JDS Neesham', 'MG Bracewell', 'JA Clarkson', 'IS Sodhi', 'JA Duffy', 'BV Sears', 'BG Lister']","['Babar Azam', 'Saim Ayub', 'Mohammad Rizwan', 'Usman Khan', 'Iftikhar Ahmed', 'Irfan Khan', 'Shadab Khan', 'Shaheen Shah Afridi', 'Mohammad Amir', 'Naseem Shah', 'Abrar Ahmed']",685d3f80,abb7c76c,e0e5b209,f02778d1,79f5bc26,e1891e00,8a75e999,ed6894af,ed0bc503,641ac5ff,29e253dd,ee95065d,bed90114,dadbdb68,9219eff0,e38bce7a,7fa12533,e174dadd,2f26ac1a,9c9af282,fb82725e,33609a8c,9de62878,45a7e761,5d664346,4663bd23,bafb9238,"['New Zealand', 'Pakistan']",New Zealand,bat,"['Ahsan Raza', 'Aleem Dar']",Rawalpindi Cricket Stadium
