innings,meta.data_version,meta.created,meta.revision,info.balls_per_over,info.city,info.dates,info.gender,info.match_type,info.match_type_number,info.outcome.result,info.overs,info.players.India,info.players.South Africa,info.registry.people.A Dercksen,info.registry.people.CL Tryon,info.registry.people.DB Sharma,info.registry.people.DP Vaidya,info.registry.people.H Deol,info.registry.people.H Kaur,info.registry.people.JI Rodrigues,info.registry.people.L Wolvaardt,info.registry.people.Lauren Agenbag,info.registry.people.M Kapp,info.registry.people.N Mlaba,info.registry.people.N de Klerk,info.registry.people.P Vastrakar,info.registry.people.PJ Vosloo,info.registry.people.RN Hendricks,info.registry.people.RP Yadav,info.registry.people.RS Gayakwad,info.registry.people.S Ismail,info.registry.people.S Jafta,info.registry.people.S Luus,info.registry.people.S Mandhana,info.registry.people.S Pandey,info.registry.people.SA Fritz,info.registry.people.T Brits,info.registry.people.TC Mokorosi,info.registry.people.TS Sekhukhune,info.registry.people.YH Bhatia,info.teams,info.toss.winner,info.toss.decision,info.umpires,info.venue
"[{'1st innings': {'team': 'India', 'deliveries': [{0.1: {'non_striker': 'JI Rodrigues', 'bowler': 'S Ismail', 'runs': {'extras': 0, 'total': 0, 'batsman': 0}, 'batsman': 'S Mandhana'}}, {0.2: {'non_striker': 'JI Rodrigues', 'bowler': 'S Ismail', 'runs': {'extras': 0, 'total': 0, 'batsman': 0}, 'batsman': 'S Mandhana'}}, {0.3: {'non_striker': 'JI Rodrigues', 'bowler': 'S Ismail', 'runs': {'extras': 0, 'total': 0, 'batsman': 0}, 'batsman': 'S Mandhana'}}, {0.4: {'non_striker': 'JI Rodrigues', 'bowler': 'S Ismail', 'runs': {'extras': 0, 'total': 0, 'batsman': 0}, 'batsman': 'S Mandhana'}}, {0.5: {'non_striker': 'JI Rodrigues', 'bowler': 'S Ismail', 'runs': {'extras': 0, 'total': 0, 'batsman': 0}, 'batsman': 'S Mandhana'}}, {0.6: {'non_striker': 'JI Rodrigues', 'bowler': 'S Ismail', 'runs': {'extras': 0, 'total': 0, 'batsman': 0}, 'batsman': 'S Mandhana'}}, {1.1: {'non_striker': 'S Mandhana', 'bowler': 'N Mlaba', 'runs': {'extras': 0, 'total': 0, 'batsman': 0}, 'batsman': 'JI Rodrigues'}}, {1.2: {'non_striker': 'S Mandhana', 'bowler': 'N Mlaba', 'runs': {'extras': 0, 'total': 0, 'batsman': 0}, 'batsman': 'JI Rodrigues'}}, {1.3: {'non_striker': 'S Mandhana', 'bowler': 'N Mlaba', 'runs': {'extras': 0, 'total': 4, 'batsman': 4}, 'batsman': 'JI Rodrigues'}}, {1.4: {'non_striker': 'S Mandhana', 'bowler': 'N Mlaba', 'runs': {'extras': 0, 'total': 0, 'batsman': 0}, 'batsman': 'JI Rodrigues'}}, {1.5: {'non_striker': 'S Mandhana', 'bowler': 'N Mlaba', 'runs': {'extras': 0, 'total': 0, 'batsman': 0}, 'batsman': 'JI Rodrigues'}}, {1.6: {'non_striker': 'S Mandhana', 'bowler': 'N Mlaba', 'runs': {'extras': 0, 'total': 0, 'batsman': 0}, 'batsman': 'JI Rodrigues'}}]}}]",0.92,2023-01-29,1,6,East London,['2023-01-28'],female,T20,1348,no result,20,"['S Mandhana', 'JI Rodrigues', 'YH Bhatia', 'H Deol', 'H Kaur', 'DP Vaidya', 'DB Sharma', 'P Vastrakar', 'RP Yadav', 'S Pandey', 'RS Gayakwad']","['T Brits', 'L Wolvaardt', 'M Kapp', 'S Luus', 'CL Tryon', 'A Dercksen', 'N de Klerk', 'S Jafta', 'TS Sekhukhune', 'S Ismail', 'N Mlaba']",d2b1f515,4d4605e6,201fef33,f9ded29b,3664712e,53cd8da6,cb08b611,e60f81c9,40849abd,63e3b6b3,686362af,ea544967,8026ea72,93a6d2d0,92edb363,6c3aef71,237ec05b,108c4c09,34304210,6d76bc23,5d2eda89,5463cb7a,d15e60c8,06659caa,e93c3cf8,6e28e586,9c3d4e8a,"['India', 'South Africa']",India,bat,"['Lauren Agenbag', 'RN Hendricks']","Buffalo Park, East London"
