innings,meta.data_version,meta.created,meta.revision,info.balls_per_over,info.city,info.dates,info.gender,info.match_type,info.match_type_number,info.outcome.result,info.overs,info.players.Kenya,info.players.St Helena,info.registry.people.A Langham,info.registry.people.A Yon,info.registry.people.AR Leo,info.registry.people.B Isaac,info.registry.people.BK Stroud,info.registry.people.BM White,info.registry.people.CO Obuya,info.registry.people.CR Richards,info.registry.people.G Johnson,info.registry.people.IA Karim,info.registry.people.J Henry,info.registry.people.JKP Ellick,info.registry.people.John Mayeku,info.registry.people.LN Oluoch,info.registry.people.NM Odhiambo,info.registry.people.P Koech,info.registry.people.P Sharma,info.registry.people.Patric Makumbi,info.registry.people.R Francis,info.registry.people.RN Patel,info.registry.people.S Crowie,info.registry.people.S Wadvalla,info.registry.people.SO Ngoche,info.registry.people.SR Bhudia,info.registry.people.Tanzeel Sheikh,info.registry.people.Vraj Patel,info.teams,info.toss.winner,info.toss.decision,info.umpires,info.venue
"[{'1st innings': {'team': 'Kenya', 'deliveries': [{0.1: {'bowler': 'BK Stroud', 'runs': {'extras': 0, 'total': 1, 'batsman': 1}, 'non_striker': 'CO Obuya', 'batsman': 'P Sharma'}}, {0.2: {'non_striker': 'P Sharma', 'bowler': 'BK Stroud', 'runs': {'extras': 0, 'total': 6, 'batsman': 6}, 'batsman': 'CO Obuya'}}, {0.3: {'non_striker': 'P Sharma', 'bowler': 'BK Stroud', 'runs': {'extras': 0, 'total': 1, 'batsman': 1}, 'batsman': 'CO Obuya'}}, {0.4: {'non_striker': 'CO Obuya', 'bowler': 'BK Stroud', 'runs': {'extras': 0, 'total': 0, 'batsman': 0}, 'batsman': 'P Sharma'}}, {0.5: {'non_striker': 'CO Obuya', 'bowler': 'BK Stroud', 'runs': {'extras': 0, 'total': 1, 'batsman': 1}, 'batsman': 'P Sharma'}}, {0.6: {'non_striker': 'P Sharma', 'bowler': 'BK Stroud', 'runs': {'extras': 0, 'total': 0, 'batsman': 0}, 'batsman': 'CO Obuya'}}, {1.1: {'non_striker': 'CO Obuya', 'bowler': 'B Isaac', 'runs': {'extras': 1, 'total': 1, 'batsman': 0}, 'extras': {'wides': 1}, 'batsman': 'P Sharma'}}, {1.2: {'non_striker': 'CO Obuya', 'bowler': 'B Isaac', 'runs': {'extras': 0, 'total': 0, 'batsman': 0}, 'batsman': 'P Sharma'}}, {1.3: {'non_striker': 'CO Obuya', 'bowler': 'B Isaac', 'runs': {'extras': 0, 'total': 1, 'batsman': 1}, 'batsman': 'P Sharma'}}, {1.4: {'non_striker': 'P Sharma', 'bowler': 'B Isaac', 'runs': {'extras': 0, 'total': 4, 'batsman': 4}, 'batsman': 'CO Obuya'}}, {1.5: {'non_striker': 'P Sharma', 'bowler': 'B Isaac', 'runs': {'extras': 0, 'total': 4, 'batsman': 4}, 'batsman': 'CO Obuya'}}, {1.6: {'non_striker': 'P Sharma', 'bowler': 'B Isaac', 'runs': {'extras': 0, 'total': 4, 'batsman': 4}, 'batsman': 'CO Obuya'}}, {1.7: {'non_striker': 'P Sharma', 'bowler': 'B Isaac', 'runs': {'extras': 0, 'total': 1, 'batsman': 1}, 'batsman': 'CO Obuya'}}, {2.1: {'non_striker': 'P Sharma', 'bowler': 'BK Stroud', 'runs': {'extras': 0, 'total': 0, 'batsman': 0}, 'batsman': 'CO Obuya'}}, {2.2: {'non_striker': 'P Sharma', 'bowler': 'BK Stroud', 'runs': {'extras': 0, 'total': 4, 'batsman': 4}, 'batsman': 'CO Obuya'}}, {2.3: {'non_striker': 'P Sharma', 'bowler': 'BK Stroud', 'runs': {'extras': 0, 'total': 4, 'batsman': 4}, 'batsman': 'CO Obuya'}}, {2.4: {'non_striker': 'P Sharma', 'bowler': 'BK Stroud', 'runs': {'extras': 0, 'total': 3, 'batsman': 3}, 'batsman': 'CO Obuya'}}, {2.5: {'non_striker': 'CO Obuya', 'bowler': 'BK Stroud', 'runs': {'extras': 0, 'total': 1, 'batsman': 1}, 'batsman': 'P Sharma'}}, {2.6: {'non_striker': 'P Sharma', 'bowler': 'BK Stroud', 'runs': {'extras': 0, 'total': 0, 'batsman': 0}, 'batsman': 'CO Obuya'}}, {3.1: {'non_striker': 'CO Obuya', 'bowler': 'J Henry', 'runs': {'extras': 0, 'total': 4, 'batsman': 4}, 'batsman': 'P Sharma'}}, {3.2: {'non_striker': 'CO Obuya', 'bowler': 'J Henry', 'runs': {'extras': 0, 'total': 1, 'batsman': 1}, 'batsman': 'P Sharma'}}, {3.3: {'non_striker': 'P Sharma', 'bowler': 'J Henry', 'runs': {'extras': 0, 'total': 1, 'batsman': 1}, 'batsman': 'CO Obuya'}}, {3.4: {'non_striker': 'CO Obuya', 'bowler': 'J Henry', 'runs': {'extras': 0, 'total': 0, 'batsman': 0}, 'batsman': 'P Sharma'}}, {3.5: {'non_striker': 'CO Obuya', 'bowler': 'J Henry', 'runs': {'extras': 0, 'total': 4, 'batsman': 4}, 'batsman': 'P Sharma'}}, {3.6: {'non_striker': 'CO Obuya', 'bowler': 'J Henry', 'runs': {'extras': 0, 'total': 2, 'batsman': 2}, 'batsman': 'P Sharma'}}]}}]",0.92,2022-11-17,1,6,Kigali City,['2022-11-17'],male,T20,1889,no result,20,"['P Sharma', 'CO Obuya', 'LN Oluoch', 'NM Odhiambo', 'Vraj Patel', 'RN Patel', 'IA Karim', 'SR Bhudia', 'Tanzeel Sheikh', 'SO Ngoche', 'P Koech']","['A Langham', 'CR Richards', 'A Yon', 'J Henry', 'R Francis', 'B Isaac', 'AR Leo', 'JKP Ellick', 'BK Stroud', 'S Crowie', 'G Johnson']",fe0b3bdf,99bf1fb7,e13f8b16,2c14421f,6577a6ad,66c21d35,5680f1ad,c10a581f,ceec82cd,ca92a578,68e7e8d5,77de6cfa,9d819a32,eb4f9c61,c07a1f41,f4a0a615,d047f983,e4c69c16,06b766f4,db1bf9c2,4040951f,c1a1acf3,49118dc7,e9173fb0,5493ad5c,2af28253,"['Kenya', 'St Helena']",St Helena,field,"['John Mayeku', 'Patric Makumbi']",Gahanga International Cricket Stadium. Rwanda
