innings,meta.data_version,meta.created,meta.revision,info.balls_per_over,info.city,info.dates,info.gender,info.match_type,info.outcome.result,info.overs,info.players.Bangladesh,info.players.West Indies,info.registry.people.AD Russell,info.registry.people.Abdur Razzak,info.registry.people.Al-Amin Hossain,info.registry.people.Anamul Haque,info.registry.people.CH Gayle,info.registry.people.D Ramdin,info.registry.people.DJ Bravo,info.registry.people.DJG Sammy,info.registry.people.DR Smith,info.registry.people.GO Brathwaite,info.registry.people.JJ Crowe,info.registry.people.JS Wilson,info.registry.people.K Santokie,info.registry.people.KA Pollard,info.registry.people.LMP Simmons,info.registry.people.Mahmudullah,info.registry.people.Mohammad Mithun,info.registry.people.Mushfiqur Rahim,info.registry.people.N Duguid,info.registry.people.Nasir Hossain,info.registry.people.PJ Nero,info.registry.people.Rubel Hossain,info.registry.people.SP Narine,info.registry.people.SS Cottrell,info.registry.people.Shamsur Rahman,info.registry.people.Tamim Iqbal,info.registry.people.Taskin Ahmed,info.teams,info.toss.decision,info.toss.winner,info.umpires,info.venue
"[{'1st innings': {'team': 'Bangladesh', 'deliveries': [{0.1: {'batsman': 'Tamim Iqbal', 'bowler': 'K Santokie', 'non_striker': 'Anamul Haque', 'runs': {'batsman': 0, 'extras': 0, 'total': 0}}}, {0.2: {'batsman': 'Tamim Iqbal', 'bowler': 'K Santokie', 'non_striker': 'Anamul Haque', 'runs': {'batsman': 2, 'extras': 0, 'total': 2}}}, {0.3: {'batsman': 'Tamim Iqbal', 'bowler': 'K Santokie', 'non_striker': 'Anamul Haque', 'runs': {'batsman': 1, 'extras': 0, 'total': 1}}}, {0.4: {'batsman': 'Anamul Haque', 'bowler': 'K Santokie', 'non_striker': 'Tamim Iqbal', 'runs': {'batsman': 2, 'extras': 0, 'total': 2}}}, {0.5: {'batsman': 'Anamul Haque', 'bowler': 'K Santokie', 'non_striker': 'Tamim Iqbal', 'runs': {'batsman': 0, 'extras': 0, 'total': 0}}}, {0.6: {'batsman': 'Anamul Haque', 'bowler': 'K Santokie', 'non_striker': 'Tamim Iqbal', 'runs': {'batsman': 1, 'extras': 0, 'total': 1}}}, {1.1: {'batsman': 'Anamul Haque', 'bowler': 'SS Cottrell', 'non_striker': 'Tamim Iqbal', 'runs': {'batsman': 0, 'extras': 0, 'total': 0}}}, {1.2: {'batsman': 'Anamul Haque', 'bowler': 'SS Cottrell', 'non_striker': 'Tamim Iqbal', 'runs': {'batsman': 0, 'extras': 0, 'total': 0}}}, {1.3: {'batsman': 'Anamul Haque', 'bowler': 'SS Cottrell', 'non_striker': 'Tamim Iqbal', 'runs': {'batsman': 0, 'extras': 0, 'total': 0}}}, {1.4: {'batsman': 'Anamul Haque', 'bowler': 'SS Cottrell', 'non_striker': 'Tamim Iqbal', 'runs': {'batsman': 0, 'extras': 0, 'total': 0}}}, {1.5: {'batsman': 'Anamul Haque', 'bowler': 'SS Cottrell', 'non_striker': 'Tamim Iqbal', 'runs': {'batsman': 0, 'extras': 0, 'total': 0}}}, {1.6: {'batsman': 'Anamul Haque', 'bowler': 'SS Cottrell', 'non_striker': 'Tamim Iqbal', 'runs': {'batsman': 0, 'extras': 0, 'total': 0}}}, {2.1: {'batsman': 'Tamim Iqbal', 'bowler': 'K Santokie', 'non_striker': 'Anamul Haque', 'runs': {'batsman': 4, 'extras': 0, 'total': 4}}}, {2.2: {'batsman': 'Tamim Iqbal', 'bowler': 'K Santokie', 'non_striker': 'Anamul Haque', 'runs': {'batsman': 1, 'extras': 0, 'total': 1}}}, {2.3: {'batsman': 'Anamul Haque', 'bowler': 'K Santokie', 'non_striker': 'Tamim Iqbal', 'runs': {'batsman': 0, 'extras': 0, 'total': 0}}}, {2.4: {'batsman': 'Anamul Haque', 'bowler': 'K Santokie', 'non_striker': 'Tamim Iqbal', 'runs': {'batsman': 4, 'extras': 0, 'total': 4}}}, {2.5: {'batsman': 'Anamul Haque', 'bowler': 'K Santokie', 'non_striker': 'Tamim Iqbal', 'runs': {'batsman': 2, 'extras': 0, 'total': 2}}}, {2.6: {'batsman': 'Anamul Haque', 'bowler': 'K Santokie', 'non_striker': 'Tamim Iqbal', 'runs': {'batsman': 1, 'extras': 0, 'total': 1}}}, {3.1: {'batsman': 'Anamul Haque', 'bowler': 'SS Cottrell', 'non_striker': 'Tamim Iqbal', 'runs': {'batsman': 0, 'extras': 0, 'total': 0}}}, {3.2: {'batsman': 'Anamul Haque', 'bowler': 'SS Cottrell', 'non_striker': 'Tamim Iqbal', 'runs': {'batsman': 0, 'extras': 0, 'total': 0}}}, {3.3: {'batsman': 'Anamul Haque', 'bowler': 'SS Cottrell', 'extras': {'wides': 1}, 'non_striker': 'Tamim Iqbal', 'runs': {'batsman': 0, 'extras': 1, 'total': 1}}}, {3.4: {'batsman': 'Anamul Haque', 'bowler': 'SS Cottrell', 'non_striker': 'Tamim Iqbal', 'runs': {'batsman': 1, 'extras': 0, 'total': 1}}}, {3.5: {'batsman': 'Tamim Iqbal', 'bowler': 'SS Cottrell', 'non_striker': 'Anamul Haque', 'runs': {'batsman': 1, 'extras': 0, 'total': 1}}}, {3.6: {'batsman': 'Anamul Haque', 'bowler': 'SS Cottrell', 'non_striker': 'Tamim Iqbal', 'runs': {'batsman': 1, 'extras': 0, 'total': 1}}}, {3.7: {'batsman': 'Tamim Iqbal', 'bowler': 'SS Cottrell', 'non_striker': 'Anamul Haque', 'runs': {'batsman': 1, 'extras': 0, 'total': 1}}}, {4.1: {'batsman': 'Tamim Iqbal', 'bowler': 'DJ Bravo', 'non_striker': 'Anamul Haque', 'runs': {'batsman': 1, 'extras': 0, 'total': 1}}}, {4.2: {'batsman': 'Anamul Haque', 'bowler': 'DJ Bravo', 'non_striker': 'Tamim Iqbal', 'runs': {'batsman': 6, 'extras': 0, 'total': 6}}}, {4.3: {'batsman': 'Anamul Haque', 'bowler': 'DJ Bravo', 'non_striker': 'Tamim Iqbal', 'runs': {'batsman': 1, 'extras': 0, 'total': 1}}}, {4.4: {'batsman': 'Tamim Iqbal', 'bowler': 'DJ Bravo', 'non_striker': 'Anamul Haque', 'runs': {'batsman': 0, 'extras': 0, 'total': 0}}}]}}]",0.91,2014-09-04,1,6,St Kitts,"[datetime.date(2014, 8, 27)]",male,T20,no result,20,"['Tamim Iqbal', 'Anamul Haque', 'Shamsur Rahman', 'Mushfiqur Rahim', 'Mohammad Mithun', 'Nasir Hossain', 'Mahmudullah', 'Abdur Razzak', 'Taskin Ahmed', 'Al-Amin Hossain', 'Rubel Hossain']","['CH Gayle', 'DR Smith', 'LMP Simmons', 'D Ramdin', 'DJ Bravo', 'KA Pollard', 'DJG Sammy', 'AD Russell', 'SP Narine', 'K Santokie', 'SS Cottrell']",bbd41817,888e32bf,3f5f39cd,72b245dd,db584dad,d1523761,87e562a9,c03c6200,35205dfc,1ace56d4,2e760301,d7f3b72f,531f0278,a757b0d8,89f64c19,bf1d7d3e,77191792,a94e08ea,64495506,6eea0b32,925d2e93,f56cd097,9d430b40,a1d053dd,02789d88,3b041a12,ef18b66e,"['West Indies', 'Bangladesh']",bat,Bangladesh,"['PJ Nero', 'JS Wilson']","Warner Park, Basseterre"
