innings,meta.data_version,meta.created,meta.revision,info.balls_per_over,info.city,info.dates,info.gender,info.match_type,info.match_type_number,info.outcome.result,info.overs,info.players.West Indies,info.players.Pakistan,info.registry.people.AD Russell,info.registry.people.ADS Fletcher,info.registry.people.AJ Hosein,info.registry.people.Babar Azam,info.registry.people.CH Gayle,info.registry.people.DJ Bravo,info.registry.people.Fakhar Zaman,info.registry.people.GO Brathwaite,info.registry.people.HR Walsh,info.registry.people.Haris Rauf,info.registry.people.Hasan Ali,info.registry.people.JO Holder,info.registry.people.KA Pollard,info.registry.people.LS Reifer,info.registry.people.Mohammad Hafeez,info.registry.people.Mohammad Rizwan,info.registry.people.Mohammad Wasim,info.registry.people.N Duguid,info.registry.people.N Pooran,info.registry.people.PA Gustard,info.registry.people.R Shepherd,info.registry.people.RB Richardson,info.registry.people.SO Hetmyer,info.registry.people.Shadab Khan,info.registry.people.Sharjeel Khan,info.registry.people.Sohaib Maqsood,info.registry.people.Usman Qadir,info.teams,info.toss.decision,info.toss.winner,info.umpires,info.venue
"[{'1st innings': {'team': 'West Indies', 'deliveries': [{0.1: {'non_striker': 'CH Gayle', 'bowler': 'Mohammad Hafeez', 'runs': {'extras': 0, 'total': 1, 'batsman': 1}, 'batsman': 'ADS Fletcher'}}, {0.2: {'non_striker': 'ADS Fletcher', 'bowler': 'Mohammad Hafeez', 'runs': {'extras': 0, 'total': 1, 'batsman': 1}, 'batsman': 'CH Gayle'}}, {0.3: {'non_striker': 'CH Gayle', 'bowler': 'Mohammad Hafeez', 'runs': {'extras': 0, 'total': 6, 'batsman': 6}, 'batsman': 'ADS Fletcher'}}, {0.4: {'non_striker': 'CH Gayle', 'bowler': 'Mohammad Hafeez', 'runs': {'extras': 0, 'total': 0, 'batsman': 0}, 'batsman': 'ADS Fletcher'}}, {0.5: {'non_striker': 'CH Gayle', 'bowler': 'Mohammad Hafeez', 'runs': {'extras': 0, 'total': 0, 'batsman': 0}, 'batsman': 'ADS Fletcher'}}, {0.6: {'non_striker': 'CH Gayle', 'bowler': 'Mohammad Hafeez', 'runs': {'extras': 0, 'total': 6, 'batsman': 6}, 'batsman': 'ADS Fletcher'}}, {1.1: {'non_striker': 'ADS Fletcher', 'bowler': 'Mohammad Wasim', 'runs': {'extras': 0, 'total': 4, 'batsman': 4}, 'batsman': 'CH Gayle'}}, {1.2: {'non_striker': 'ADS Fletcher', 'bowler': 'Mohammad Wasim', 'runs': {'extras': 0, 'total': 4, 'batsman': 4}, 'batsman': 'CH Gayle'}}, {1.3: {'non_striker': 'ADS Fletcher', 'bowler': 'Mohammad Wasim', 'runs': {'extras': 0, 'total': 1, 'batsman': 1}, 'batsman': 'CH Gayle'}}, {1.4: {'non_striker': 'CH Gayle', 'bowler': 'Mohammad Wasim', 'runs': {'extras': 1, 'total': 1, 'batsman': 0}, 'extras': {'legbyes': 1}, 'batsman': 'ADS Fletcher'}}, {1.5: {'non_striker': 'ADS Fletcher', 'bowler': 'Mohammad Wasim', 'runs': {'extras': 0, 'total': 0, 'batsman': 0}, 'batsman': 'CH Gayle'}}, {1.6: {'non_striker': 'ADS Fletcher', 'bowler': 'Mohammad Wasim', 'runs': {'extras': 0, 'total': 2, 'batsman': 2}, 'batsman': 'CH Gayle'}}, {2.1: {'non_striker': 'CH Gayle', 'bowler': 'Hasan Ali', 'runs': {'extras': 0, 'total': 0, 'batsman': 0}, 'batsman': 'ADS Fletcher'}}, {2.2: {'non_striker': 'CH Gayle', 'bowler': 'Hasan Ali', 'runs': {'extras': 0, 'total': 4, 'batsman': 4}, 'batsman': 'ADS Fletcher'}}, {2.3: {'non_striker': 'CH Gayle', 'bowler': 'Hasan Ali', 'runs': {'extras': 0, 'total': 0, 'batsman': 0}, 'batsman': 'ADS Fletcher'}}, {2.4: {'non_striker': 'CH Gayle', 'bowler': 'Hasan Ali', 'runs': {'extras': 0, 'total': 0, 'batsman': 0}, 'batsman': 'ADS Fletcher'}}, {2.5: {'non_striker': 'CH Gayle', 'bowler': 'Hasan Ali', 'runs': {'extras': 0, 'total': 0, 'batsman': 0}, 'batsman': 'ADS Fletcher'}}, {2.6: {'non_striker': 'CH Gayle', 'bowler': 'Hasan Ali', 'runs': {'extras': 0, 'total': 0, 'batsman': 0}, 'batsman': 'ADS Fletcher'}}]}}]",0.91,2021-08-04,1,6,Providence,['2021-08-03'],male,T20,1211,no result,20,"['ADS Fletcher', 'CH Gayle', 'SO Hetmyer', 'DJ Bravo', 'N Pooran', 'KA Pollard', 'AD Russell', 'JO Holder', 'R Shepherd', 'HR Walsh', 'AJ Hosein']","['Sharjeel Khan', 'Mohammad Rizwan', 'Babar Azam', 'Mohammad Hafeez', 'Fakhar Zaman', 'Sohaib Maqsood', 'Shadab Khan', 'Hasan Ali', 'Mohammad Wasim', 'Haris Rauf', 'Usman Qadir']",bbd41817,1bae756b,4d7f517e,8a75e999,db584dad,87e562a9,1777c020,1ace56d4,1ac2a995,24bb1c2f,2911de16,0f721006,a757b0d8,5dee559a,9ab63e7b,2f26ac1a,9e9af5f2,64495506,3241e3fd,25bcf808,c5aef772,410e2f12,48a1d7b7,9de62878,193ef196,b98b5e1c,33742f04,"['West Indies', 'Pakistan']",field,Pakistan,"['LS Reifer', 'PA Gustard']","Providence Stadium, Guyana"
