innings,meta.data_version,meta.created,meta.revision,info.balls_per_over,info.city,info.dates,info.gender,info.match_type,info.match_type_number,info.outcome.result,info.overs,info.players.Bangladesh,info.players.South Africa,info.registry.people.A Bosch,info.registry.people.A Dercksen,info.registry.people.A Steenkamp,info.registry.people.AM Sodumo,info.registry.people.E Marx,info.registry.people.Fahima Khatun,info.registry.people.GH Pienaar,info.registry.people.K Klaaste,info.registry.people.L Wolvaardt,info.registry.people.Lata Mondal,info.registry.people.Lauren Agenbag,info.registry.people.M Klaas,info.registry.people.Marufa Akter,info.registry.people.Murshida Khatun,info.registry.people.N Mlaba,info.registry.people.N Shangase,info.registry.people.Nahida Akter,info.registry.people.Nigar Sultana,info.registry.people.Rabeya Khan,info.registry.people.S Jafta,info.registry.people.S Luus,info.registry.people.S Mostary,info.registry.people.Shamima Sultana,info.registry.people.Shorifa Khatun,info.registry.people.Shorna Akter,info.registry.people.T Brits,info.registry.people.TS Sekhukhune,info.teams,info.toss.winner,info.toss.decision,info.umpires,info.venue
"[{'1st innings': {'team': 'Bangladesh', 'deliveries': [{0.1: {'non_striker': 'Murshida Khatun', 'bowler': 'N Mlaba', 'runs': {'extras': 0, 'total': 2, 'batsman': 2}, 'batsman': 'Shamima Sultana'}}, {0.2: {'non_striker': 'Murshida Khatun', 'bowler': 'N Mlaba', 'runs': {'extras': 0, 'total': 0, 'batsman': 0}, 'batsman': 'Shamima Sultana'}}, {0.3: {'non_striker': 'Murshida Khatun', 'bowler': 'N Mlaba', 'runs': {'extras': 0, 'total': 1, 'batsman': 1}, 'batsman': 'Shamima Sultana'}}, {0.4: {'non_striker': 'Shamima Sultana', 'bowler': 'N Mlaba', 'runs': {'extras': 0, 'total': 1, 'batsman': 1}, 'batsman': 'Murshida Khatun'}}, {0.5: {'non_striker': 'Murshida Khatun', 'bowler': 'N Mlaba', 'runs': {'extras': 0, 'total': 0, 'batsman': 0}, 'batsman': 'Shamima Sultana'}}, {0.6: {'non_striker': 'Murshida Khatun', 'bowler': 'N Mlaba', 'runs': {'extras': 1, 'total': 1, 'batsman': 0}, 'extras': {'wides': 1}, 'batsman': 'Shamima Sultana'}}, {0.7: {'non_striker': 'Murshida Khatun', 'bowler': 'N Mlaba', 'runs': {'extras': 0, 'total': 0, 'batsman': 0}, 'batsman': 'Shamima Sultana', 'wicket': {'player_out': 'Shamima Sultana', 'fielders': ['S Jafta'], 'kind': 'caught'}}}, {1.1: {'non_striker': 'S Mostary', 'bowler': 'M Klaas', 'runs': {'extras': 0, 'total': 1, 'batsman': 1}, 'batsman': 'Murshida Khatun'}}, {1.2: {'non_striker': 'Murshida Khatun', 'bowler': 'M Klaas', 'runs': {'extras': 1, 'total': 1, 'batsman': 0}, 'extras': {'wides': 1}, 'batsman': 'S Mostary'}}, {1.3: {'non_striker': 'Murshida Khatun', 'bowler': 'M Klaas', 'runs': {'extras': 0, 'total': 0, 'batsman': 0}, 'batsman': 'S Mostary'}}]}}]",0.92,2023-12-06,1,6,Kimberley,['2023-12-06'],female,T20,1704,no result,20,"['Shamima Sultana', 'Murshida Khatun', 'S Mostary', 'Nigar Sultana', 'Nahida Akter', 'Shorna Akter', 'Rabeya Khan', 'Fahima Khatun', 'Lata Mondal', 'Marufa Akter', 'Shorifa Khatun']","['T Brits', 'L Wolvaardt', 'A Bosch', 'S Luus', 'A Dercksen', 'N Shangase', 'E Marx', 'S Jafta', 'M Klaas', 'TS Sekhukhune', 'N Mlaba']",dcf0e8f4,d2b1f515,89c62cf5,cc6850ec,be592751,558cdd64,3516e46b,6cc1d918,e60f81c9,5bf87532,40849abd,ce85fcaf,a50797a4,712bbd92,686362af,b17a4a93,66078174,3827f6a2,aaf037b1,34304210,6d76bc23,94de63bf,724645f5,36d2face,89895ae1,06659caa,6e28e586,"['Bangladesh', 'South Africa']",South Africa,field,"['A Steenkamp', 'K Klaaste']","Diamond Oval, Kimberley"
